created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url;sentiment
Thu Aug 17 23:53:47 +0000 2023;1,69E+18;Lebih seru @aniesbaswedan merayakan Hari Merdeka   #PidatoPresiden2023 Dirgahayu Republik Indonesia pagii Pak lurah tidur kebangun Durian  Selingkuh Hasto PSSI Subuh Jawa Guling Tidur;0;0;0;0;in;54549619;1,69E+18;Reivolusi;https://twitter.com/Reivolusi/status/1692323871821869413;1
Thu Aug 17 23:53:30 +0000 2023;1,69E+18;@abylio_sidiq @HidayatNatari @aniesbaswedan @ReflyHZ Goblog! Mantan Menkumham dan mensesneg prof. Yusril Ihza Mahendra mengatakan: Anies Baswedan itu orang Indonesia asli, WNI asli sejak kelahirannya di Indonesia ????. Beda dengan Ahok BTP, WNA RRC sejak lahir, setelah umur 24tahun pada tahun 1980 baru jadi warganegara Indonesia.;0;1;0;0;in;1,67E+18;1,69E+18;FurqanIbr64677;https://twitter.com/FurqanIbr64677/status/1692323802112544777;1
Thu Aug 17 23:51:17 +0000 2023;1,69E+18;Jawaban mas @aniesbaswedan serius Tenang Tuntas Menghargai setiap kepemimpinan Setiap pergantian ada berkelanjutan dan Perubahan. Keren.... https://t.co/aIq8p2wvPN;0;0;3;24;in;2558197662;1,69E+18;patriot016610;https://twitter.com/patriot016610/status/1692323243548627055;1
Thu Aug 17 23:51:14 +0000 2023;1,69E+18;@agushasanfata13 @karniilyasclub @aniesbaswedan USIR IMIGRAN YAMAN, YANG MERUSAK KE URUTAN NKRI;0;0;0;0;in;1,65E+18;1,69E+18;Sudarno69710001;https://twitter.com/Sudarno69710001/status/1692323228369465762;1
Thu Aug 17 23:50:54 +0000 2023;1,69E+18;@GarrethMaudys @kumparan @aniesbaswedan Makanya sekolah minimal SD lah... Jangan lulus TK langsung ngebuzzer;0;0;0;0;in;146423810;1,69E+18;welanu;https://twitter.com/welanu/status/1692323147205562517;0
Thu Aug 17 23:50:11 +0000 2023;1,69E+18;@karniilyasclub @aniesbaswedan Moga saja tdk se perti si nganu;0;0;0;0;in;1,30E+18;1,69E+18;dethkhulai;https://twitter.com/dethkhulai/status/1692322965613138126;1
Thu Aug 17 23:50:02 +0000 2023;1,69E+18;Mas @AniesBaswedan Penerima Cokro Komando Pangeran Diponegoro. Anugrah untuk melanjutkan pemimpin untuk keadilan https://t.co/0Vu3gEwrOd;1;0;1;6;in;2558197662;1,69E+18;patriot016610;https://twitter.com/patriot016610/status/1692322927369420899;1
Thu Aug 17 23:48:17 +0000 2023;1,69E+18;Selamat hari Jumat dan persiapkan diri utk shalat Jumat serta tdk lupa mendukung @aniesbaswedan https://t.co/uapfYLH0EH;0;0;0;1;in;1,46E+18;1,69E+18;Pakamkalam;https://twitter.com/Pakamkalam/status/1692322485872779550;1
Thu Aug 17 23:46:41 +0000 2023;1,69E+18;@aniesbaswedan Mulai halu...;0;0;0;1;in;1,47E+18;1,69E+18;Beranda86118752;https://twitter.com/Beranda86118752/status/1692322085602009545;0
Thu Aug 17 23:46:30 +0000 2023;1,69E+18;@kumparan @aniesbaswedan Hahaha anda semua lucu...yg benci anies pasti jawaban ny pake nyinyiran dan umpatan untuk memprlihatkn rasa ketidak sukaany....;0;0;0;0;in;1,65E+18;1,69E+18;05_anjelik58428;https://twitter.com/05_anjelik58428/status/1692322039305265225;1
Thu Aug 17 23:46:16 +0000 2023;1,69E+18;Setiap pergantian kepemimpinan pasti ada berkelanjutan dan Perubahan. Menghargai para pemimpin yg sdh bekerja itu baik Jawaban2 Mas @aniesbaswedan menunjukkan sikap negarawan sejati. Jadi Ojo nesu kalau kami ingin Perubahan 2024 membawa Indonesia lebih baik untuk keadilan. https://t.co/USk1ccrAwn;11;10;239;650;in;1,49E+18;1,69E+18;LANGKAHANIES;https://twitter.com/LANGKAHANIES/status/1692321978596930013;1
Thu Aug 17 23:46:06 +0000 2023;1,69E+18;@karniilyasclub @aniesbaswedan KALAU MAU TANAH YA BELI,, TU ADA TANAH YANG GRATIS TANAH KUBURAN AMBIL TU AMBIL SE BANYAK2NYA????;0;1;0;3;in;1,65E+18;1,69E+18;Sudarno69710001;https://twitter.com/Sudarno69710001/status/1692321938742587899;0
Thu Aug 17 23:45:50 +0000 2023;1,69E+18;@liputan6dotcom Lupakan IKN. Rakyat banyak yang nganggur dan kekurangan..2024 Anies Baswedan;0;0;0;3;in;7,02E+17;1,69E+18;sipil82;https://twitter.com/sipil82/status/1692321870249623729;1
Thu Aug 17 23:45:23 +0000 2023;1,69E+18;@koko98691701 @HidayatNatari Woy sampean orang mana...? Sampean jangan fitnah gubernur DKI Jakarta kami, Anies Baswedan. Apa maksud sampean dukungan Rasis itu, siapa yang rasis? Bukankah kalian pada, yang rasis! Kalian kalo tidak tau sikon sebelum dan berlangsungnya pilkada DKI Jakarta 2017, jangan ngebacot;0;0;0;0;in;1,67E+18;1,69E+18;FurqanIbr64677;https://twitter.com/FurqanIbr64677/status/1692321757351550987;1
Thu Aug 17 23:45:01 +0000 2023;1,69E+18;@Shamsul_jabejo @aniesbaswedan Tolol itu gak nyambungnya otak dgn congor https://t.co/RUnkxu8aaK;0;1;0;0;in;1,61E+18;1,69E+18;KangKopi2023;https://twitter.com/KangKopi2023/status/1692321663390822836;0
Thu Aug 17 23:44:18 +0000 2023;1,69E+18;@kumparan @aniesbaswedan Capres itu harus optimis jangan hanya karena ingin simpati rakyat sehingga sekarang mau nyalon mempersoalkan IKN..kaya anak TK Aja ah..;0;0;0;0;in;1,04E+18;1,69E+18;Mahmudi32521910;https://twitter.com/Mahmudi32521910/status/1692321486437036072;0
Thu Aug 17 23:44:14 +0000 2023;1,69E+18;Saat acara ngobrol bareng santri di Ponpes Pabelan, Anies bernostalgia dan menceritakan pengalamannya belajar di pesantren tersebut.  Sumber: https://t.co/ewYKRnY7kQ  https://t.co/8iwPZPvy4q #AniesBaswedan @aniesmania @LANGKAHANIES @Anies_Relawan @Yurissa_Samosir https://t.co/hXuXPly3xB;2;6;63;211;in;715696111;1,69E+18;bos_sir;https://twitter.com/bos_sir/status/1692321470188568923;1
Thu Aug 17 23:44:10 +0000 2023;1,69E+18;Ayo tarik koruptor, masukan ke penjara pak...jika Allah takdirkan bapak jadi Presiden (sebuah ilustrasi) @aniesbaswedan;0;0;0;1;in;2986385695;1,69E+18;ridwan080867;https://twitter.com/ridwan080867/status/1692321450068463795;1
Thu Aug 17 23:43:28 +0000 2023;1,69E+18;@Avolanza @jansen_jsp Kalo cawapres pak Anies Baswedan adalah pak Sugi Nur atau ibu Ratna Sarumpaet mungkin bisa jadi pertimbangan;0;0;0;1;in;769736773;1,69E+18;suronoumar1;https://twitter.com/suronoumar1/status/1692321273844789457;1
Thu Aug 17 23:43:00 +0000 2023;1,69E+18;Selamat Pagi Indonesia Selamat Pagi Pak @SBYudhoyono  Selamat Pagi Ketum Mas @AgusYudhoyono Mas @aniesbaswedan https://t.co/IPtpPUh6ET;0;0;1;0;in;1,68E+18;1,69E+18;plua4727;https://twitter.com/plua4727/status/1692321158715359266;1
Thu Aug 17 23:39:54 +0000 2023;1,69E+18;Jum'at barokah, ya Allah SWT berikan perubahan yang lebih baik bagi bangsa kami, beri kami pemimpin yang amah, Aamiin. Insyaallah akan @aniesbaswedan semua pada waktunya. #AniesPresiden2024 https://t.co/DrfnNwOgDC;0;0;0;0;in;1,69E+18;1,69E+18;Kahuripangeulis;https://twitter.com/Kahuripangeulis/status/1692320375995314383;1
Thu Aug 17 23:38:46 +0000 2023;1,69E+18;@Muzi87734732 @aryabiput @aniesbaswedan Mksdnya freeport mau rela dikuasai mamarika lg? ?????? https://t.co/tvpTlMJx6n;0;0;0;0;in;1,58E+18;1,69E+18;AniesGarisLucu;https://twitter.com/AniesGarisLucu/status/1692320091986354610;0
Thu Aug 17 23:36:54 +0000 2023;1,69E+18;@musniumar Suruh sedot pakai hidung Anies, Baswedan,dulu sewaktu jadi gubernur kenapa tak diperbaiki;0;0;0;0;in;1,58E+18;1,69E+18;WhatSap89659695;https://twitter.com/WhatSap89659695/status/1692319621632934238;0
Thu Aug 17 23:36:51 +0000 2023;1,69E+18;@jellypastaa @aniesbaswedan Yg bgini pun di kaitkn dgn alam merestui,alam bgini lh bgitu lh,noh jgn di lupain atap rumah juga terbuka karna angin dan di anggap alam merestui,merestui palak bapak kau;0;0;0;0;in;1,66E+18;1,69E+18;RistoSingk10476;https://twitter.com/RistoSingk10476/status/1692319611050705335;1
Thu Aug 17 23:36:37 +0000 2023;1,69E+18;@karniilyasclub @aniesbaswedan Sejak kapan RAKYAT TIDAK BISA MEMILIKI TANAH ? maksud nya para pemilik SHM/SHGB/SHGU semua bukan rakyat ya ? Gimana sih ? PEKIK KEMERDEKAAN (tangan terbuka melambai dadah dadah ...) ??;0;0;0;3;in;227679821;1,69E+18;youthofnation13;https://twitter.com/youthofnation13/status/1692319549646115192;0
Thu Aug 17 23:35:53 +0000 2023;1,69E+18;@aniesbaswedan Kemaren bertengkar sama DEWI PERSIK. Eh ternyata TIMSES;0;0;0;0;in;1,06E+18;1,69E+18;Sulit24301617;https://twitter.com/Sulit24301617/status/1692319367260955080;0
Thu Aug 17 23:33:58 +0000 2023;1,69E+18;@Hasbil_Lbs @aniesbaswedan @PDemokrat Sabar pak....mngkn pak Anies pnya pertimbangan lain yg gak bisa disampaikan ke publik. ????;0;0;0;0;in;2304061015;1,69E+18;mevlanaher_rumi;https://twitter.com/mevlanaher_rumi/status/1692318886153339291;1
Thu Aug 17 23:33:01 +0000 2023;1,69E+18;@kompascom Tapi Presiden saat ini Pak @jokowi dan faktanya beliaulah Presiden yang banyak membuat pemerataan pembangunan di seluruh di Indonesia dengan pesat dan luar biasa.. Tidak bisa kau abaikan fakta ini @aniesbaswedan kecuali hati dan pikiranmu memang jahat serta sikapmu angkuh..;0;2;0;12;in;1,50E+18;1,69E+18;Dodo87314670;https://twitter.com/Dodo87314670/status/1692318645203157324;0
Thu Aug 17 23:32:56 +0000 2023;1,69E+18;@marlina_idha @aniesbaswedan Merdekaaaaa;0;0;0;0;in;1,31E+18;1,69E+18;Amankadismaksum;https://twitter.com/Amankadismaksum/status/1692318625443791077;1
Thu Aug 17 23:31:16 +0000 2023;1,69E+18;@ardibhironx @aniesbaswedan Lu ngapain sih sok asik;0;0;0;1;in;1,62E+18;1,69E+18;FatraIncs;https://twitter.com/FatraIncs/status/1692318205954670939;0
Thu Aug 17 23:30:48 +0000 2023;1,69E+18;@aniesbaswedan Tarik terus pa tambangny jgn di berikan ke aseng atwpun asing ...?????? Merdeka !!!;0;0;0;0;in;1,14E+18;1,69E+18;Aenuddin5;https://twitter.com/Aenuddin5/status/1692318086731579621;1
Thu Aug 17 23:30:26 +0000 2023;1,69E+18;@kompascom Semoga Pak @aniesbaswedan juga mengkritisi rangkap jabatan para menteri &amp  kinerjanya karena penuh dgn konflik kepentingan ! Di hari kerja posting sering sedang meeting dengan organisasi yg tidak ada kaitannya dengan kementeriannya.;0;0;0;0;in;76351840;1,69E+18;ari_aditya;https://twitter.com/ari_aditya/status/1692317997321601077;1
Thu Aug 17 23:30:12 +0000 2023;1,69E+18;@aniesbaswedan Heheheheee tanda tanda alam, baru lawan pak RT saja sudah keok, bagaimana mau lawan #pakLurah;0;0;0;0;in;1,24E+18;1,69E+18;RolandDimu;https://twitter.com/RolandDimu/status/1692317936357392701;0
Thu Aug 17 23:30:00 +0000 2023;1,69E+18;Pengamat sebut PKS menang banyak dukung Anies Baswedan sebagai Bacapres.   Apa saja?  CARITAU selengkapnya di: https://t.co/sMW1PNR0J0  #caritaucom #PKS #AniesBaswedan #Pilpres2024;0;0;0;0;in;1,47E+18;1,69E+18;caritaucom;https://twitter.com/caritaucom/status/1692317887220916339;1
Thu Aug 17 23:29:04 +0000 2023;1,69E+18;@tatakujiyati @Orang_dalam10 Bila ada Kemungkinan CaWaPresnya @aniesbaswedan itu @basuki_btp  semua akan baik-² saja semua mendadak Dandut ...Eh  Menjadi Halal semua. Ya itulah politik yg di pikiran Hny Kepentingan bagaimana Mengalahkan lawan,Menang - Menang  BGTU kalah teriak Curang dll.;0;0;0;0;in;154116604;1,69E+18;Suharto_BC;https://twitter.com/Suharto_BC/status/1692317651677397010;1
Thu Aug 17 23:28:26 +0000 2023;1,69E+18;@aniesbaswedan Keadilan bagi semua rakyat indonesia.sila ke 5 .hendaknya selslu diucapkan pemimpin ind .agar terpatri dlm jiwanya.smg pak anis dimudahkan Allah Swt memimpin ind 2024.inshaAllah.;0;0;0;0;in;1,60E+18;1,69E+18;reality151515;https://twitter.com/reality151515/status/1692317491668947157;1
Thu Aug 17 23:27:50 +0000 2023;1,69E+18;@aniesbaswedan Loh ini yg berseteru dg dewi persik yah. Oh pemain POLITIK ternyata;0;0;0;0;in;1,06E+18;1,69E+18;Sulit24301617;https://twitter.com/Sulit24301617/status/1692317341806387504;0
Thu Aug 17 23:26:33 +0000 2023;1,69E+18;Lawan politik bukan Musuh.  Setiap Pilpres akan menghadirkan rasa kompetisi yang kuat,   namun kami berkomitmen untuk Santun dalam mensosialisasi rekam jejak dan gagasan Anies Baswedan.  #AniesPresidenRI2024  #Jarnas #Nasdem #balikpapan https://t.co/3q6YH2Ccim;1;2;38;114;in;1,54E+18;1,69E+18;JarnasABWBpn;https://twitter.com/JarnasABWBpn/status/1692317017590907383;1
Thu Aug 17 23:25:39 +0000 2023;1,69E+18;@aniesbaswedan Lomba aja setingan..smua drama gmn mau pimpin negara besar gini..org di belakangnya sdh ngebet pengen dpt posisi..rakyat yg jd korban..hmmmm;0;0;0;0;in;1,62E+18;1,69E+18;orangbi39148447;https://twitter.com/orangbi39148447/status/1692316792478417346;0
Thu Aug 17 23:25:07 +0000 2023;1,69E+18;@ch_chotimah2 @ganjarpranowo Bukannya pak anies baswedan ya yg jadi presiden.. Nanti harus kesatria ya nul ucapkan selamat ke pak anies.. Bismillah amien;0;0;0;0;in;1,59E+18;1,69E+18;PutraXhaka89;https://twitter.com/PutraXhaka89/status/1692316656239034849;1
Thu Aug 17 23:24:57 +0000 2023;1,69E+18;Rocky Gerung Yakin Menang Bila Anies Baswedan dan AHY Berpasangan  #DuetAniesAHY Demokrat Jabar S14P https://t.co/EyJf6H3HM2;0;0;0;0;in;9,01E+17;1,69E+18;NgawiDemokrat;https://twitter.com/NgawiDemokrat/status/1692316615323607184;1
Thu Aug 17 23:24:28 +0000 2023;1,69E+18;@bciklan @kompascom @aniesbaswedan Mulut ente yg macam bipang comberan...;0;1;0;0;in;1,66E+18;1,69E+18;MONDOSI69240813;https://twitter.com/MONDOSI69240813/status/1692316493185442159;0
Thu Aug 17 23:24:06 +0000 2023;1,69E+18;Anies Baswedan Pilih AHY, Yenny Wahid Mudah Digoyang. Pengamat: Elektabilitas Juga Kecil  #DuetAniesAHY Demokrat Jabar S14P https://t.co/URvmlqMLUr;0;0;0;0;in;9,01E+17;1,69E+18;NgawiDemokrat;https://twitter.com/NgawiDemokrat/status/1692316401955160256;1
Thu Aug 17 23:24:03 +0000 2023;1,69E+18;Rocky Gerung Yakin Menang Bila Anies Baswedan dan AHY Berpasangan  #DuetAniesAHY Demokrat Jabar S14P https://t.co/EyJf6H3HM2;0;0;0;0;in;9,01E+17;1,69E+18;NgawiDemokrat;https://twitter.com/NgawiDemokrat/status/1692316390160797772;1
Thu Aug 17 23:23:53 +0000 2023;1,69E+18;@karniilyasclub @aniesbaswedan Apa gunanya merdeka, klu presiden keturunan imigran??;0;0;0;14;in;1,42E+18;1,69E+18;Alpha236Omega;https://twitter.com/Alpha236Omega/status/1692316346267386143;0
Thu Aug 17 23:21:43 +0000 2023;1,69E+18;@Yha2n3 @karniilyasclub @aniesbaswedan Nah ini bener;0;0;0;1;in;2916918515;1,69E+18;borist0ka;https://twitter.com/borist0ka/status/1692315803318927805;1
Thu Aug 17 23:20:59 +0000 2023;1,69E+18;@Mdy_Asmara1701 @aniesbaswedan Lomba aja setingan..parah;0;0;0;0;in;1,62E+18;1,69E+18;orangbi39148447;https://twitter.com/orangbi39148447/status/1692315617410597098;0
Thu Aug 17 23:20:56 +0000 2023;1,69E+18;Pak Anies Baswedan terlalu perfect untuk jadi bahan hate speech;0;0;0;0;in;4578247453;1,69E+18;ColorlessPinkie;https://twitter.com/ColorlessPinkie/status/1692315603460342151;0
Thu Aug 17 23:20:31 +0000 2023;1,69E+18;@aniesbaswedan Semangat pak anis.;0;0;0;0;in;1,69E+18;1,69E+18;ariefs0381;https://twitter.com/ariefs0381/status/1692315500007833794;1
Thu Aug 17 23:20:24 +0000 2023;1,69E+18;@aniesbaswedan Hari ini adalah hari bahagia.....;0;0;0;1;in;1,54E+18;1,69E+18;le_javano;https://twitter.com/le_javano/status/1692315469653655792;1
Thu Aug 17 23:20:16 +0000 2023;1,69E+18;Akhirnya tekanan itu di iyakan juga ayah bakal gigit jari lagi kelihatannya ini... Bunda gak sanggup melawan tekanan dari sang anak yg menginginkan berkelanjutan  Makin berat perjalanan @aniesbaswedan melangkah tapi  Ingat ALLOHU KHOIRUL MAKIRIN...;0;0;0;1;in;1,60E+18;1,69E+18;Nengdenox9;https://twitter.com/Nengdenox9/status/1692315437479125048;1
Thu Aug 17 23:20:12 +0000 2023;1,69E+18;@BosPurwa @aniesbaswedan Ya harus terbuka lah, tandanya kita lepas dr belenggu kemerdekaan, klo mengepal berarti blm merdeka, msh terbelenggu, msh harus berjuang dan bertempur (fight) ????;0;0;0;0;in;84515497;1,69E+18;MC_FatH;https://twitter.com/MC_FatH/status/1692315419162599755;0
Thu Aug 17 23:19:26 +0000 2023;1,69E+18;@aniesbaswedan Kita sdh 78 th merdeka..malu umur merdeka sdh setua itu .kalah dgn negara asean yg baru merdeka.dijkt pejabat selalu merasa ind sdh hebat..tp jgnkan di papua di banten bahkan di jkt sj yg kaya mejrong 2.yg miskin msh banyak nyempil.padahal sm punya hak utk sejahteraeffek blm adil;0;0;0;0;in;1,60E+18;1,69E+18;reality151515;https://twitter.com/reality151515/status/1692315226035896604;0
Thu Aug 17 23:18:56 +0000 2023;1,69E+18;@Elvino2016 @BosPurwa @aniesbaswedan Memetik buah dari perbuatannya, jauh hari sebelum Pilkada DKI 2017. Ahoax sudah mengarang buku pd tahun 2008. Mencoba lompat pagar mengusik aqidah agama yg tak dianutnya. Bukti tertulis yg sangat memberatkan. https://t.co/HybAQIYaWK;0;0;1;2;in;598396434;1,69E+18;maztoks;https://twitter.com/maztoks/status/1692315102756913169;0
Thu Aug 17 23:18:17 +0000 2023;1,69E+18;@AirinDatangLagi Itulah salah satu agenda perubahan yg di kampanyekan oleh @aniesbaswedan;0;0;0;0;in;1,63E+18;1,69E+18;DaengPole2;https://twitter.com/DaengPole2/status/1692314938998702232;1
Thu Aug 17 23:17:47 +0000 2023;1,69E+18;@danielht2009 @musniumar @aniesbaswedan Repot sama cebong tolol, dikritik katanya anti pemerintah diberi solusi katanya pembual. Hadeww udah cebong tolol lagi;0;0;1;10;in;9,13E+17;1,69E+18;Mas_zobirin;https://twitter.com/Mas_zobirin/status/1692314813425435095;0
Thu Aug 17 23:17:24 +0000 2023;1,69E+18;@aniesbaswedan Nah..,ini parah nih...  ?????????? https://t.co/RaEXxTde4W;1;0;1;1;in;1,60E+18;1,69E+18;ewondoanx99;https://twitter.com/ewondoanx99/status/1692314714297266330;0
Thu Aug 17 23:16:55 +0000 2023;1,69E+18;@aniesbaswedan Ternyata bukan Pak Lurah tpi Pak RT yg bsa menjatuhkan Mas Anies. WASPADALAH..! WASPADALAH..! WASPADALAAH...!!????;0;0;0;2;in;1,60E+18;1,69E+18;CalaonManten;https://twitter.com/CalaonManten/status/1692314593937506805;0
Thu Aug 17 23:16:42 +0000 2023;1,69E+18;sehat selalu pak @aniesbaswedan;0;0;0;0;in;8,36E+17;1,69E+18;TukangQc;https://twitter.com/TukangQc/status/1692314538165846391;1
Thu Aug 17 23:16:01 +0000 2023;1,69E+18;@BosPurwa @aniesbaswedan mungkin maksud si hasto salam gembira ??????????;0;0;0;0;in;1,39E+18;1,69E+18;Alchadi86;https://twitter.com/Alchadi86/status/1692314368774660504;1
Thu Aug 17 23:15:29 +0000 2023;1,69E+18;@BosPurwa @aniesbaswedan Beraklah pake ngata artinya lawan kapitalism imperialsm, kelakuan lu pada aja sebaliknya;0;0;0;0;in;47976736;1,69E+18;berwanglawood;https://twitter.com/berwanglawood/status/1692314234670178509;0
Thu Aug 17 23:15:25 +0000 2023;1,69E+18;@BosPurwa @aniesbaswedan Rosullullah dak pernah memberikan salam dengan mengepalkan tinju. Dan baginda nabi muhammad dak pernah berkata kasar;0;0;0;0;in;1,34E+18;1,69E+18;MDani71637850;https://twitter.com/MDani71637850/status/1692314218178199731;1
Thu Aug 17 23:15:16 +0000 2023;1,69E+18;@BradHarizz @aniesbaswedan @jokowi Subhanallah... Pa Anies terlihat sangat dekat sama rakyatnya... Ga dibuat2 pake kamera khusus... Cut.. Cut.. Cut.. Stop bapaknya kecium LONCENG...;0;0;0;0;in;397761319;1,69E+18;FaridOYI;https://twitter.com/FaridOYI/status/1692314178546221500;1
Thu Aug 17 23:15:13 +0000 2023;1,69E+18;@aniesbaswedan Pret lah... Selalu mencari kata berseberangan dengan lawan politiknya... Selamat anda sudah mempersiapkan diri untuk meneruskan tradisi Kadrun, cebong dan BAJINGAN TOLOL;0;0;0;0;in;2690105826;1,69E+18;NgarangBebasAja;https://twitter.com/NgarangBebasAja/status/1692314165673877594;0
Thu Aug 17 23:14:50 +0000 2023;1,69E+18;@aniesbaswedan Opo sihh;0;0;0;0;in;1,43E+18;1,69E+18;eko_tarsisius;https://twitter.com/eko_tarsisius/status/1692314069473296474;0
