created_at;id_str;full_text;sentimen;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Feb 19 23:32:00 +0000 2023;1,63E+18;"Tentunya pengalaman dan prestasi Prabowo di Kementerian Pertahanan akan menggenapi persepsi publik tentang beliau,"" tutupnya. #PrabowoPeduli #kerjasama""";1;0;0;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627450963668905984
Sun Feb 19 23:30:29 +0000 2023;1,63E+18;"Kalau kita perhatikan, Prabowo, kan, minim pemberitaan,  #PrabowoPeduli #kerjasamaarang""";1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627450581542633474
Sun Feb 19 23:30:29 +0000 2023;1,63E+18;hal tersebut tidak lepas dari kepiawaian Prabowo dalam menerjemahkan keinginan Jokowi sekaligus pengalamannya di militer selama lebih dari dua dasawarsa. #PrabowoPeduli #kerjasama;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627450579181244416
Sun Feb 19 23:30:27 +0000 2023;1,63E+18;"Prestasi tersebut juga mengonfirmasi sejumlah hasil survei yang menempatkan Prabowo sebagai menteri terbaik Kabinet Indonesia Maju. #PrabowoPeduli #kerjasama""";1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627450572143214595
Sun Feb 19 23:30:24 +0000 2023;1,63E+18;Ketiga, Prabowo berhasil mengantongi lisensi pembuatan kapal tempur canggih fregat Arrowhead 140 dari produsen asal Inggris, Babcock International.  Prabowo Subianto   #PrabowoPeduli #kerjasama;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627450559908413440
Sun Feb 19 23:30:24 +0000 2023;1,63E+18;untuk menjadi RS Darurat Covid-19 saat awal gelombang kedua Covid-19 di Indonesia. Prabowo Subianto   #PrabowoPeduli #kerjasama;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627450557605773312
Sun Feb 19 23:30:23 +0000 2023;1,63E+18;Prabowo juga mengubah beberapa fasilitas pelatihan Kemhan di Jabodetabek #PrabowoPeduli #kerjasama;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627450555164655617
Sun Feb 19 23:30:21 +0000 2023;1,63E+18;Kedua, Kementerian Pertahanan (Kemhan) di bawah Prabowo juga tercatat berhasil mendirikan Rumah Sakit (RS) Modular.  #PrabowoPeduli #kerjasama;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627450548122443777
Sun Feb 19 23:30:20 +0000 2023;1,63E+18;yaitu saat partai Prabowo, Partai Gerindra berada di luar pemerintahan.   #PrabowoPeduli #kerjasama;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627450543001198593
Sun Feb 19 23:30:19 +0000 2023;1,63E+18;Pembentukan komcad oleh Prabowo ini terbilang istimewa mengingat UU PSDN disahkan pada era Menhan Ryamizard Ryacudu, Prabowo Subianto   #PrabowoPeduli #kerjasama;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627450540073549824
Sun Feb 19 23:30:18 +0000 2023;1,63E+18;Adi mencatat, salah satu capaian yang dapat diperhitungkan dari Prabowo adalah membentuk komponen cadangan (komcad) TNI . #PrabowoPeduli #kerjasama;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627450535279472640
Sun Feb 19 23:30:18 +0000 2023;1,63E+18;"Jokowi menempatkan right man in the right place, kata Adi saat dihubungi di Jakarta, Prabowo Subianto   #PrabowoPeduli #kerjasama""";1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627450532724875265
Sun Feb 19 23:30:17 +0000 2023;1,63E+18;"Semua capaian ini menunjukkan keputusan Presiden Jokowi mengangkat Prabowo sebagai Menhan.  #PrabowoPeduli #kerjasama""";1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627450530246332418
Sun Feb 19 23:30:17 +0000 2023;1,63E+18;Pengamat politik UIN Syarief Hidayatullah Jakarta, Adi Prayitno mengatakan Jokowi menempatkan Prabowo di tempat yang tepat.   #PrabowoPeduli #kerjasama;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627450527956234242
Sun Feb 19 23:30:16 +0000 2023;1,63E+18;Beberapa capaian telah ditorehkan Prabowo Subianto sejak menjabat Menteri Pertahanan (Menhan) di kabinet jilid kedua Presiden Joko Widodo.    #PrabowoPeduli #kerjasama;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627450525674512384
Sun Feb 19 23:30:15 +0000 2023;1,63E+18;Mengapresiasi Kinerja Menhan Prabowo dari Pembentukan Komcad hingga RS Darurat Covid Prabowo Subianto   #PrabowoPeduli #kerjasama https://t.co/mAYBRZoOB2;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627450521752858625
Sun Feb 19 23:27:10 +0000 2023;1,63E+18;@AH_SiregarXIX @jokowi @erickthohir @mohmahfudmd @prabowo Bntr lg pssi;1;0;0;0;0;in;1,35E+18;1,63E+18;HDaun99;https://twitter.com/HDaun99/status/1627449743692660736
Sun Feb 19 23:25:07 +0000 2023;1,63E+18;@Kosim__ @prabowo @florieliciouss @Ken_Atie @Kimberley_20102 @DarekaRendy @BANGSAygSUJUD @bengkeldodo @yosephrosario_ @are_inismyname @emhamka08 @ferdinand_mpu @CakMartinez @4Y4NKZ @AKU_dgn3putra Hahaaa 1kalah 2kalah seumur hidup kalah nyapres.;0;0;0;0;1;in;1,39E+18;1,63E+18;dede_iding;https://twitter.com/dede_iding/status/1627449230309867520
Sun Feb 19 23:23:33 +0000 2023;1,63E+18;@NunutUswatun @Kosim__ @prabowo @florieliciouss @Ken_Atie @Kimberley_20102 @BANGSAygSUJUD @bengkeldodo @yosephrosario_ @are_inismyname @emhamka08 @ferdinand_mpu @CakMartinez @4Y4NKZ @AKU_dgn3putra Cium tangan sesuai sunnah nabi, lebih bernilai pahala, lebih bernilai ibadah.  sama2 baik cium kening, cium pipi anak2, tapi cium tangan nya punya nilai lebih... Ingat kata utamanya yaitu LEBIH... Jadi jangan bicara seolah paling muslim saya juga muslim bung.. #copas;1;0;2;0;1;in;1,61E+18;1,63E+18;DarekaRendy;https://twitter.com/DarekaRendy/status/1627448835969785856
Sun Feb 19 23:22:34 +0000 2023;1,63E+18;@habiburokhman @prabowo Berani ga abg bikin poling sendiri antara Pak Anis dan Pak Prabiwo ??;1;0;0;0;3;in;9,02E+17;1,63E+18;Ariz4lF;https://twitter.com/Ariz4lF/status/1627448587654422530
Sun Feb 19 23:20:00 +0000 2023;1,63E+18;(07) Kelebihan lainnya dari PT Peroangan adalah mendapatkan prioritas dalam mengakses berbagai program pemerintah yang dikhususkan untuk UMKM. #ptperorangan #badanhukum #badanusaha #ganjarpranowo #prabowo #aniesbaswedan #puanmaharani #pilpres2024 https://t.co/HRqCfZUnue;1;0;0;0;0;in;2879211871;1,63E+18;JatengTV;https://twitter.com/JatengTV/status/1627447940246814720
Sun Feb 19 23:19:50 +0000 2023;1,63E+18;@gahana5150 @Kosim__ @prabowo @florieliciouss @Ken_Atie @Kimberley_20102 @BANGSAygSUJUD @bengkeldodo @yosephrosario_ @are_inismyname @emhamka08 @ferdinand_mpu @CakMartinez @4Y4NKZ @AKU_dgn3putra Ini baru orang cerdas dlm mengartikan sunah Nabi????????;1;0;0;0;1;in;1,61E+18;1,63E+18;DarekaRendy;https://twitter.com/DarekaRendy/status/1627447898807087104
Sun Feb 19 23:17:52 +0000 2023;1,63E+18;"@DarekaRendy @Kosim__ @prabowo @florieliciouss @Ken_Atie @Kimberley_20102 @BANGSAygSUJUD @bengkeldodo @yosephrosario_ @are_inismyname @emhamka08 @ferdinand_mpu @CakMartinez @4Y4NKZ @AKU_dgn3putra Masalah pa Prabowo mencium kepala anak kecil sy no coment..  Sy komen kalimat anda.. kata  lebih mengayomi"" dan "" dari pada"" seolah mencium kepala lebih baik...""";1;0;1;0;0;in;1,27E+18;1,63E+18;NunutUswatun;https://twitter.com/NunutUswatun/status/1627447406068633602
Sun Feb 19 23:16:28 +0000 2023;1,63E+18;@euonwo PARAH BANGET GATAU PRABOWO;1;0;1;0;0;in;1,60E+18;1,63E+18;Antbonlee;https://twitter.com/Antbonlee/status/1627447050945323009
Sun Feb 19 23:16:07 +0000 2023;1,63E+18;"Kita wujudkan perintah Undang-undang dan Undang-undang Dasar bawa pertahanan kita adalah pertahanan seluruh rakyat, pungkas Prabowo Subianto.  #PrabowoPeduli #kerjasama""";1;0;0;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627446966283272197
Sun Feb 19 23:16:05 +0000 2023;1,63E+18;Prabowo Subianto di berbagai kesempatan selalu menekankan   #PrabowoPeduli #kerjasama;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627446955088695296
Sun Feb 19 23:16:04 +0000 2023;1,63E+18;"Senjata yang kita juga miliki adalah cintanya rakyat kepada republik ini, ucap Prabowo Subianto.  #PrabowoPeduli #kerjasama""";1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627446952878297091
Sun Feb 19 23:16:03 +0000 2023;1,63E+18;yang berarti seperti Kodam, Komando Daerah Militer (Korem), Komando Distrik Militer (Kodim), Korambil hingga Babinsa.  #PrabowoPeduli #kerjasama Prabowo Subianto;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627446948394582017
Sun Feb 19 23:16:02 +0000 2023;1,63E+18;Tak hanya itu, Prabowo Subianto juga mengungkapkan pemerintah   #PrabowoPeduli #kerjasama;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627446943877316608
Sun Feb 19 23:16:01 +0000 2023;1,63E+18;kata Prabowo Subianto dalam kunjungannya ke Komando Rayon Militer (Koramil) Serengan 03 Solo, Selasa (24/1).  #PrabowoPeduli #kerjasama;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627446941268480001
Sun Feb 19 23:15:59 +0000 2023;1,63E+18;Prabowo Subianto mengatakan komando teritorial adalah tulang punggung pertahanan.   #PrabowoPeduli #kerjasama;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627446932061945858
Sun Feb 19 23:15:59 +0000 2023;1,63E+18;di Komando Rayon Militer (Koramil) Serengan 03 Solo bersama Walikota Solo Gibran Rakabuming Raka, Selasa (24/01).  #PrabowoPeduli #kerjasama Prabowo Subianto;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627446929402761216
Sun Feb 19 23:15:58 +0000 2023;1,63E+18;Menteri Pertahanan (Menhan) Prabowo Subianto menyerahkan motor   #PrabowoPeduli #kerjasama;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627446924868751363
Sun Feb 19 23:15:57 +0000 2023;1,63E+18;Prabowo Bareng Gibran Serahkan Motor dan Alkom ke Babinsa di Solo  #PrabowoPeduli #kerjasama https://t.co/7Pza5nkEMf;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627446920582148097
Sun Feb 19 23:15:17 +0000 2023;1,63E+18;@Kimberley_20102 @prabowo Beda dikitlah sama saya????;1;0;1;0;0;in;1,61E+18;1,63E+18;DarekaRendy;https://twitter.com/DarekaRendy/status/1627446752730288129
Sun Feb 19 23:14:15 +0000 2023;1,63E+18;@JejenKhascheev @Kosim__ @prabowo @florieliciouss @Ken_Atie @Kimberley_20102 @BANGSAygSUJUD @bengkeldodo @yosephrosario_ @are_inismyname @emhamka08 @ferdinand_mpu @CakMartinez @4Y4NKZ @AKU_dgn3putra Yess..terimakasih pencerahan nya mas??;1;0;0;0;0;in;1,61E+18;1,63E+18;DarekaRendy;https://twitter.com/DarekaRendy/status/1627446492922531840
Sun Feb 19 23:13:33 +0000 2023;1,63E+18;@Subadi_Sigit_W @Kosim__ @prabowo @florieliciouss @Ken_Atie @Kimberley_20102 @BANGSAygSUJUD @bengkeldodo @yosephrosario_ @are_inismyname @emhamka08 @ferdinand_mpu @CakMartinez @4Y4NKZ @AKU_dgn3putra Kalau mau berdebat kedepankan ide dan gagasan bung..jangan menyerang pribadi orang ok..;1;0;1;0;2;in;1,61E+18;1,63E+18;DarekaRendy;https://twitter.com/DarekaRendy/status/1627446319836184577
Sun Feb 19 23:13:03 +0000 2023;1,63E+18;@moanamenfess woyyy sama kek nama sepupu gue, prabowo wicaksono ??????;1;0;0;0;0;in;1,21E+18;1,63E+18;avolavkoo;https://twitter.com/avolavkoo/status/1627446194292260864
Sun Feb 19 23:11:48 +0000 2023;1,63E+18;@Kimberley_20102 @zein_aniq @Kosim__ @prabowo @florieliciouss @Ken_Atie @BANGSAygSUJUD @bengkeldodo @yosephrosario_ @are_inismyname @emhamka08 @ferdinand_mpu @CakMartinez @4Y4NKZ @AKU_dgn3putra Baiklah??;1;0;1;0;1;in;1,61E+18;1,63E+18;DarekaRendy;https://twitter.com/DarekaRendy/status/1627445877572005889
Sun Feb 19 23:10:45 +0000 2023;1,63E+18;@Reilly_Prabowo @GenuineUndead Congrats! ???????????? https://t.co/0YdfbROQIZ;1;0;0;0;5;en;1,38E+18;1,63E+18;JustinBouken;https://twitter.com/JustinBouken/status/1627445615356694528
Sun Feb 19 23:09:52 +0000 2023;1,63E+18;prabowo subianto, yeah. gpp tp the sunrise is beautiful tday;1;0;0;0;0;en;1,59E+18;1,63E+18;silasainte;https://twitter.com/silasainte/status/1627445390411964416
Sun Feb 19 23:09:01 +0000 2023;1,63E+18;@BudTeguh jaman sby ikut, jaman jokowi ikut, pilkada ikut prabowo, sekarang ke surya p;1;0;0;0;1;in;136000526;1,63E+18;khocuyz;https://twitter.com/khocuyz/status/1627445178993901568
Sun Feb 19 23:07:46 +0000 2023;1,63E+18;@NunutUswatun @Kosim__ @prabowo @florieliciouss @Ken_Atie @Kimberley_20102 @BANGSAygSUJUD @bengkeldodo @yosephrosario_ @are_inismyname @emhamka08 @ferdinand_mpu @CakMartinez @4Y4NKZ @AKU_dgn3putra Kalimat kalo merasa muslim..itu kawan bukankah Anda sdh tau kalau pak Prabowo adalah muslim sejati..?;1;0;0;0;1;in;1,61E+18;1,63E+18;DarekaRendy;https://twitter.com/DarekaRendy/status/1627444862030352384
Sun Feb 19 23:07:11 +0000 2023;1,63E+18;@Reilly_Prabowo @Olga57612883 @GenuineUndead https://t.co/PIaZpy7Azf;1;0;0;0;3;qme;1,45E+18;1,63E+18;MysticDigest;https://twitter.com/MysticDigest/status/1627444716538150913
Sun Feb 19 23:06:02 +0000 2023;1,63E+18;@florieliciouss @prabowo @bengkeldodo Titip kak?? @CutSarina5;1;0;1;0;0;tl;9,86E+17;1,63E+18;ress_achmad;https://twitter.com/ress_achmad/status/1627444427869552641
Sun Feb 19 23:05:50 +0000 2023;1,63E+18;@Kimberley_20102 @emhamka08 @Kenikir27 @prabowo @Alie_Fahnoor @are_inismyname @BANGSAygSUJUD @bengkeldodo @Gerindra @jatmiko99604253 @Kosim__ Itulah yg dinamakan gagal memahami sesuatu fakta yg benar????;1;0;1;0;1;in;1,61E+18;1,63E+18;DarekaRendy;https://twitter.com/DarekaRendy/status/1627444375444922370
Sun Feb 19 23:04:24 +0000 2023;1,63E+18;@zein_aniq @Kosim__ @prabowo @florieliciouss @Ken_Atie @Kimberley_20102 @BANGSAygSUJUD @bengkeldodo @yosephrosario_ @are_inismyname @emhamka08 @ferdinand_mpu @CakMartinez @4Y4NKZ @AKU_dgn3putra Hati² dgn pernyataan mu bung .. Mengatakan pak Prabowo barang expaired..coba bercermin..!! Apakah anda lebih hebat di banding pak Prabowo..?;1;0;2;0;1;in;1,61E+18;1,63E+18;DarekaRendy;https://twitter.com/DarekaRendy/status/1627444016676732928
Sun Feb 19 23:04:03 +0000 2023;1,63E+18;@habiburokhman @prabowo Om kan punya 92.994 polower Coba bikin polling 3 Capres diatas Berani ngga? ??;1;0;0;0;10;in;490473152;1,63E+18;Karcedi;https://twitter.com/Karcedi/status/1627443926935420928
Sun Feb 19 23:02:42 +0000 2023;1,63E+18;@DarekaRendy @Kosim__ @prabowo @florieliciouss @Ken_Atie @Kimberley_20102 @BANGSAygSUJUD @bengkeldodo @yosephrosario_ @are_inismyname @emhamka08 @ferdinand_mpu @CakMartinez @4Y4NKZ @AKU_dgn3putra Lah.. siapa yg menyalahkan..??;1;0;1;0;0;in;1,27E+18;1,63E+18;NunutUswatun;https://twitter.com/NunutUswatun/status/1627443589390401536
Sun Feb 19 23:02:07 +0000 2023;1,63E+18;@AH_SiregarXIX @jokowi @erickthohir @mohmahfudmd @prabowo Apa gak sekalian d kelola asing biar kita nonton aja;1;0;0;0;0;in;1,35E+18;1,63E+18;MuhamadYatim10;https://twitter.com/MuhamadYatim10/status/1627443441302118401
Sun Feb 19 23:01:47 +0000 2023;1,63E+18;@Yopiluthfi2 @Kosim__ @prabowo @florieliciouss @Ken_Atie @Kimberley_20102 @DarekaRendy @BANGSAygSUJUD @bengkeldodo @yosephrosario_ @are_inismyname @emhamka08 @ferdinand_mpu @CakMartinez @4Y4NKZ @AKU_dgn3putra Janganlah di tulis tampak bodoh Emang Bodoh dan Bloon dia;0;0;2;0;0;in;8,02E+17;1,63E+18;zein_aniq;https://twitter.com/zein_aniq/status/1627443355423756288
Sun Feb 19 23:01:13 +0000 2023;1,63E+18;serta Ketua DPD Gerindra Jateng Abdul Wachid dan sejumlah anggota DPRD Gerindra Jawa Tengah. Prabowo Subianto  #PrabowoPeduli #kerjasama;1;0;0;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627443215019425792
Sun Feb 19 23:01:11 +0000 2023;1,63E+18;” ujar anggota DPR RI Dapil Jateng I meliputi Kota Semarang, Kabupaten Semarang, Kudus dan Salatiga. Prabowo Subianto  #PrabowoPeduli #kerjasama;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627443204739178498
Sun Feb 19 23:01:04 +0000 2023;1,63E+18;Bantuan yang diberikan semata-mata karena memang mereka memerlukan dan membutuhkan ini. Prabowo Subianto  #PrabowoPeduli #kerjasama;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627443179023912963
Sun Feb 19 23:01:03 +0000 2023;1,63E+18;“Jangan pernah berpikir bahwa bantuan yang diberikan berkaitan dengan politik Prabowo Subianto  #PrabowoPeduli #kerjasama;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627443171545485312
Sun Feb 19 23:01:02 +0000 2023;1,63E+18;Namun demikian, Muzani mengingatkan bahwa bantuan ini bukan bagian dari agenda politik untuk 2024. Prabowo Subianto  #PrabowoPeduli #kerjasama;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627443168240349184
Sun Feb 19 23:01:01 +0000 2023;1,63E+18;Itulah pesan Pak Prabowo yang selalu beliau sampaikan kepada kader-kadernya,” jelas Muzani.   #PrabowoPeduli #kerjasama;1;0;1;0;0;in;8,04E+17;1,63E+18;ratih_ploey;https://twitter.com/ratih_ploey/status/1627443162724864000
Sun Feb 19 23:00:53 +0000 2023;1,63E+18;@NunutUswatun @Kosim__ @prabowo @florieliciouss @Ken_Atie @Kimberley_20102 @BANGSAygSUJUD @bengkeldodo @yosephrosario_ @are_inismyname @emhamka08 @ferdinand_mpu @CakMartinez @4Y4NKZ @AKU_dgn3putra Terus salah nya dimana jika beliau bertemu anak kecil lalu mencium kepalanya ..?;1;0;2;0;1;in;1,61E+18;1,63E+18;DarekaRendy;https://twitter.com/DarekaRendy/status/1627443132408426496
Sun Feb 19 23:00:03 +0000 2023;1,63E+18;@Reilly_Prabowo @GenuineUndead ???? https://t.co/7Xg2pEBCa6;1;0;0;0;4;qme;1,48E+18;1,63E+18;OkaAtom;https://twitter.com/OkaAtom/status/1627442921883709440
Sun Feb 19 23:00:01 +0000 2023;1,63E+18;“Polri telah mencatat setidaknya terjadi 65 Kejahatan yang dilakukan Kelompok Kriminal Bersenjata (KKB) pimpinan Egianus Kogoya,” jelas Kepala Bidang Humas Polda Papua Kombes Pol. Ignatius Benny Ady Prabowo, Selasa, 14 Pebruari 2023. #KKBMerusakGenerasiPapua https://t.co/hu1ffry85r;1;0;0;0;0;in;1,44E+18;1,63E+18;reydrmwngsa;https://twitter.com/reydrmwngsa/status/1627442913155383296
Sun Feb 19 23:00:00 +0000 2023;1,63E+18;"65 aksi kejahatan atau aksi teror itu dilakukan KKB pimpinan Egianus itu dalam kurun waktu dari tahun 2017 hingga 2023,"" kata Kabid Humas Polda Papua Kombes Ignatius Benny Prabowo di mapolda setempat, Selasa. #KKBMerusakGenerasiPapua https://t.co/kyFWkJSecC""";0;0;0;0;0;in;1,61E+18;1,63E+18;varieert;https://twitter.com/varieert/status/1627442909321789442
