created_at;id_str;full_text;sentimen;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Sep 03 23:57:01 +0000 2023;1,70E+18;Luar biasa ❤️ Rombongan penyapu jalan di Kota Semarang mendatangi Ganjar Pranowo  Penyapu jalan sangat berterima kasih lantaran selama 10 tahun memimpin Jawa Tengah, telah banyak membuat terobosan dan program yg bermanfaat untuk masyarakat. Di antaranya adalah Program Tuku Lemah… https://t.co/OOyRy1kUm5;1;3;2;48;91;in;382522068;1,70E+18;_Rizmaya__;https://twitter.com/_Rizmaya__/status/1698485277222654365
Sun Sep 03 23:56:54 +0000 2023;1,70E+18;Ganjar Pranowo peduli dengan sektor pendidikan https://t.co/Xm68M8rPWv;1;0;0;0;1;in;1,62E+18;1,70E+18;RahmatWijaksono;https://twitter.com/RahmatWijaksono/status/1698485247946432697
Sun Sep 03 23:56:31 +0000 2023;1,70E+18;@Chynthia_K @Ddy445879 @ganjarpranowo @KakekHalal Kita terlalu membiarkan benih2 radikal...coba klu benih tsb langsung di injek2 dan dibasmi...hilang satu Generasi Bani Radikal, dan jadi referensi cara membasmi Bani Radikal di Republik ini...kita perlu belajar dari Russia, China dan KSA...;0;0;0;0;0;in;1,55E+18;1,66E+18;hansi_firdaus01;https://twitter.com/hansi_firdaus01/status/1698485154841264606
Sun Sep 03 23:56:26 +0000 2023;1,70E+18;"@driveronline_17 @MinmonPS7 @prabowo @ganjarpranowo @cakimiNOW @jokowi Buat gw agak aneh aja kl nahdliyin yg jg Gusdurian bekerjasama dgn PDIP dlm politik praktis .. apa mrk lupa peran PDIP dlm melengserkan Gusdur,  dan smp wafatnya Gusdur ... setahu gw Gusdur tdk mau melakukan deal politik apapun dgn Megawati akibat dr pelengseran tsb.""";0;0;1;0;1;in;618845521;1,70E+18;BuYungBin1;https://twitter.com/BuYungBin1/status/1698485133643243640
Sun Sep 03 23:56:14 +0000 2023;1,70E+18;@AnggiP11430648 Pastinya.  Mas Ganjar Pranowo aja✊🏼🇮🇩🤟 jangan pilih yang lain.;1;0;0;0;1;in;1121449436;1,70E+18;muispebrianto;https://twitter.com/muispebrianto/status/1698485083651326398
Sun Sep 03 23:55:55 +0000 2023;1,70E+18;@tvOneNews Berarti Ganjar pranowo kalah ? hahaha PDIP nyungsep.;0;0;0;0;0;in;1,02E+18;1,70E+18;ProlinkPodcast;https://twitter.com/ProlinkPodcast/status/1698485002592285149
Sun Sep 03 23:55:48 +0000 2023;1,70E+18;Milennial Perindo Sulteng Siap Menangkan Ganjar Pranowo di Pilpres 2024 https://t.co/bM9zGNu9Fl;1;0;0;0;0;in;1,55E+18;1,70E+18;ComMetrosulteng;https://twitter.com/ComMetrosulteng/status/1698484971587989759
Sun Sep 03 23:55:44 +0000 2023;1,70E+18;Hahahaha @sandiuno PPP Sedang Dibunuh Peluangnya Untuk Menjadi Cawapres Ganjar Pranowo, Dengan Harapan . . . . .  Ah Sudahlah.;0;0;0;5;8;in;530920037;1,70E+18;kri_tik_us;https://twitter.com/kri_tik_us/status/1698484955838312958
Sun Sep 03 23:54:56 +0000 2023;1,70E+18;@Jr_Kawe19 @pelangi_ku77 @ganjarpranowo Monggo jangan biarkan orang baik berjalan dan berjuang sendiri,untuk itu dari pada pilih yang ita-yang itu,percuma gak jelas dan gak bisa kerja,lebih baik Monggo kita pilih pak GANJAR PRANOWO saja!.Yang sudah jelas rekam jejak dan kerjanya yg sudah nyata!;1;0;0;0;0;in;1,64E+18;1,69E+18;sup_ono8761;https://twitter.com/sup_ono8761/status/1698484756755698060
Sun Sep 03 23:54:40 +0000 2023;1,70E+18;@ganjarpranowo Pak Emyu kalah pak. Manchester is Blue 😁;1;0;0;0;0;in;1,12E+18;1,70E+18;ajibserlangga;https://twitter.com/ajibserlangga/status/1698484687356756124
Sun Sep 03 23:54:50 +0000 2023;1,70E+18;@Eil_Thia @Ganjar_Andika08 @NgkongRoses @ganjarpranowo Makan genjer;1;0;0;0;0;in;1,61E+18;1,70E+18;nasone82;https://twitter.com/nasone82/status/1698484728548954356
Sun Sep 03 23:54:52 +0000 2023;1,70E+18;@ch_chotimah2 @ganjarpranowo masih pake embel2 JOKOWI, takut gk laku apa gimana;0;0;0;0;0;in;348911702;1,70E+18;rahmat_bagus;https://twitter.com/rahmat_bagus/status/1698484739840037297
Sun Sep 03 23:54:27 +0000 2023;1,70E+18;@GunRomli @ganjarpranowo @ganjariancom Berdiri di dua kaki itu malah lebih kuat, apalagi posisi kuda-kuda malah lebih kuat kalau dalam ilmu pencak silat 🤪;1;0;0;0;0;in;344601410;1,70E+18;dosopriyanto;https://twitter.com/dosopriyanto/status/1698484632679752035
Sun Sep 03 23:53:30 +0000 2023;1,70E+18;@GunRomli @ganjarpranowo ha ha ha ha bukannya nonton bokep ?;0;0;0;0;0;in;1,51E+18;1,70E+18;TarunaAdjie1;https://twitter.com/TarunaAdjie1/status/1698484392811712836
Sun Sep 03 23:52:53 +0000 2023;1,70E+18;@ch_chotimah2 @ganjarpranowo Bagi WAN Bahlul kang Kibul 'Lebih Baik Minta Mangap daripada Minta ijin jadi Penguasa !  Majikan'nya Pun Tega ia Kibulin !! Apalagi Jongos Jongos Kadrun Bungul !!! 📌 Demangkrak vs Nasdrun yang menang Sidayat Nurwahwah  🥴 https://t.co/fNeV3YZqAm;0;0;0;0;0;in;1,33E+18;1,70E+18;Pradaprasetya21;https://twitter.com/Pradaprasetya21/status/1698484239547670744
Sun Sep 03 23:52:53 +0000 2023;1,70E+18;@SETYAKI22965702 @ganjarpranowo Mantabbb 👍👍🤟🤟💪❤️🇮🇩;1;0;1;0;2;da;1,30E+18;1,70E+18;cintabiroe;https://twitter.com/cintabiroe/status/1698484237735764001
Sun Sep 03 23:52:22 +0000 2023;1,70E+18;@Eil_Thia @NgkongRoses @ganjarpranowo Pagi mba🤟;1;0;1;0;2;in;1,64E+18;1,70E+18;Ganjar_Andika08;https://twitter.com/Ganjar_Andika08/status/1698484108416921789
Sun Sep 03 23:52:05 +0000 2023;1,70E+18;@Jelli_cent @ganjarpranowo Di Kaltara saya pilih Ganjar dan Daerahmu Ganjar juga kan ..!!! https://t.co/gcIYgpZiv3;1;0;0;0;0;in;1,44E+18;1,70E+18;IimTarakan;https://twitter.com/IimTarakan/status/1698484035696074823
Sun Sep 03 23:51:56 +0000 2023;1,70E+18;@Minang_cyber @Hidayat74619968 @ajengcute16__ @Gerindra @AgusYudhoyono @prabowo @PDI_Perjuangan @ganjarpranowo @PDemokrat Gw baca komen natizen kata natizen yg pas jd menteri olahraga;1;0;0;0;0;in;1,34E+18;1,70E+18;AlFatih78254043;https://twitter.com/AlFatih78254043/status/1698483997829931167
Sun Sep 03 23:51:37 +0000 2023;1,70E+18;@AzadiRio @NENEKMUDA_ @Chiquititha_ @ganjarpranowo @ch_chotimah2 @StefanAntonio__ @__AnakKolong @Miduk17 @firzahusainInc @Paltiwest @Dennysiregar7 @prabowo ☕ ini jg fakta😩 https://t.co/BbnnJ5Skqu;1;1;5;0;0;in;1,47E+18;1,70E+18;Ndaxwz;https://twitter.com/Ndaxwz/status/1698483921074135114
Sun Sep 03 23:51:17 +0000 2023;1,70E+18;@HusinShihab @intermakcz @ganjarpranowo Kerja keras....!!!!   Hellooowww.... Rakyat emang pada buta...   Gombal gombal....;0;0;0;0;2;in;9,23E+17;1,70E+18;Soemarjantoe;https://twitter.com/Soemarjantoe/status/1698483835724329376
Sun Sep 03 23:51:05 +0000 2023;1,70E+18;Wahh para Artis dukung Ganjar Pranowo  #GanjarBerikanKemajuan #ganjarpilihanterbaik #GanjarPranowo #GanjarFor2024 #PemiluSerentak2024 #Pemilu2024 #LikeForLikes #Trending #FolloMe https://t.co/tBzrnAd5Dn;1;0;0;0;1;in;1,57E+18;1,70E+18;Rhondadikboo;https://twitter.com/Rhondadikboo/status/1698483784050442483
Sun Sep 03 23:50:04 +0000 2023;1,70E+18;Populer Nusantara https://t.co/4VOOkFAhXw: soal langkah PDI-P tentukan bacawapres Ganjar Pranowo  lalu tentang TNI serang markas KKB di Nduga. https://t.co/lFLwWo3oF8;1;0;1;0;1;in;23343960;1,70E+18;kompascom;https://twitter.com/kompascom/status/1698483529175224415
Sun Sep 03 23:49:39 +0000 2023;1,70E+18;@Nong_Ritus @GunRomli @ganjarpranowo Kamu ngomong Sampek mulutmu Berbusa tetap pak Ganjar yg Terbaik daripada Wan Yohanes Abud Bas Edan si Raja Ngibul.;1;0;0;0;1;in;315178558;1,70E+18;DNoertjahjo;https://twitter.com/DNoertjahjo/status/1698483424560886158
Sun Sep 03 23:49:33 +0000 2023;1,70E+18;Jokowi Puji SMKN Jateng yang sukses ditangan Ganjar Pranowo  #GanjarBerikanKemajuan #ganjarpilihanterbaik #GanjarPranowo #GanjarFor2024 #PemiluSerentak2024 #Pemilu2024 #LikeForLikes #Trending #FolloMe https://t.co/4ltiLBtPp8;1;0;0;0;1;in;1,57E+18;1,70E+18;Rhondadikboo;https://twitter.com/Rhondadikboo/status/1698483399877386574
Sun Sep 03 23:48:59 +0000 2023;1,70E+18;@bayarpajaklah @jansen_jsp @ganjarpranowo Telaaaat sadarnyaaa 😄;0;0;0;0;2;in;1,68E+18;1,70E+18;Paramitha234;https://twitter.com/Paramitha234/status/1698483259217219845
Sun Sep 03 23:47:29 +0000 2023;1,70E+18;@koecing_pasar @wongAyoe2021 @ganjarpranowo @KakekHalal @RstmBcl @JuniorPrangko @aan_muba @Joker_Wedoks @yudiwibowo976 @Wan775752 @AntonKu73047372 @ImamGhozali02 @b4yuw Semangat Pagi, dan senyuman awal dari Hati yg Hepi 😀 #irianajokowidodo #sitiatikohganjarpranowo https://t.co/zxQdsF9dP2;1;0;2;1;2;in;2495508415;1,70E+18;Darmawan_bs;https://twitter.com/Darmawan_bs/status/1698482881708818760
Sun Sep 03 23:47:07 +0000 2023;1,70E+18;@Nong_Ritus @GunRomli @ganjarpranowo Cakeeeeeeppp.. jgn ky ntu ramliiiii ye bro bisa nya cm ngemis aja;1;0;0;0;0;in;1,49E+18;1,70E+18;Joei_andria;https://twitter.com/Joei_andria/status/1698482787177599243
Sun Sep 03 23:45:52 +0000 2023;1,70E+18;Nikmat apa lagi yg harus kita dustai. Tuhan sdh menghadirkan mereka yg terbaik utk memimpin negeri ini. Pak @prabowo tegas dan jujur. Bang @aniesbaswedan Cerdas dan Bersih. Mas @ganjarpranowo bersahaja dan merakyat. Wajah-wajah mereka tulus utk memajukan negeri ini. Cocok kawan?! https://t.co/umfaeAyRo9;1;2;0;1;0;in;213168371;1,70E+18;AH_SiregarXIX;https://twitter.com/AH_SiregarXIX/status/1698482472441303370
Sun Sep 03 23:44:54 +0000 2023;1,70E+18;@awak_aw @EppoyNich @Ndaxwz @ganjarpranowo @ch_chotimah2 @StefanAntonio__ @__AnakKolong @Miduk17 @firzahusainInc @Paltiwest @Dennysiregar7 Ini kaitan dengan pilpres...  Dana BLBI yang di embat adiknya Prabowo sejak 1998 https://t.co/mRWgAJduV0;1;0;1;0;0;in;87873048;1,70E+18;setyadi27;https://twitter.com/setyadi27/status/1698482231168159798
Sun Sep 03 23:44:47 +0000 2023;1,70E+18;@ganjarpranowo Ganjar kagem Indonesia Gusti nganthi anggenipun nindak'aken dados abdinipun Gusti Allah kangge masyarakat ugi bangsa &amp  Negari.,;1;0;0;0;1;in;1,43E+18;1,70E+18;brov_garret;https://twitter.com/brov_garret/status/1698482202399433024
Sun Sep 03 23:44:39 +0000 2023;1,70E+18;@___ZADU___ @MinmonPS7 @cakimiNOW @prabowo @ganjarpranowo Kata siapa? Waktu pilgub jatim ada @KhofifahIP vs Gus Ipul khan keduanya NU.  Kalok @prabowo @ganjarpranowo tdk ambil cawapresnya dr klan NU, bukti tegak lurus dg @jokowi nya hanya muslihat tipu daya doang. Masak sich start awal lsg tepa tepu gmn kalok dah jabat hahaha;0;0;0;0;0;in;1,52E+18;1,70E+18;driveronline_17;https://twitter.com/driveronline_17/status/1698482166835945639
Sun Sep 03 23:44:19 +0000 2023;1,70E+18;@Bams_Jilid2 @ganjarpranowo 🫡 SIAP SATU KOMANDO DIBAWAH GANJAR PRANOWO   #GanjarPenerusJokowi;1;0;0;1;2;in;1,23E+18;1,70E+18;aan_muba;https://twitter.com/aan_muba/status/1698482084678127914
Sun Sep 03 23:44:16 +0000 2023;1,70E+18;@ganjarpranowo Bagaimana tanggapan Pak Ganjar, soal deklarasi Anies Muhaimin di Surabaya yg diganggu oleh pendukung anda ? https://t.co/B2MffshT2l;1;0;0;1;2;in;1,66E+18;1,70E+18;Presiden_Swasta;https://twitter.com/Presiden_Swasta/status/1698482070119489644
Sun Sep 03 23:44:11 +0000 2023;1,70E+18;@ch_chotimah2 @ganjarpranowo Udah gak laku promote Den Bokep ya 😂🤣😂;0;0;0;0;0;in;1,33E+18;1,70E+18;RusliyaU;https://twitter.com/RusliyaU/status/1698482047604437476
Sun Sep 03 23:44:03 +0000 2023;1,70E+18;@PatiDemokrat @PDemokrat Membangun Indonesia dari Purworejo, ayo pak SBY ajak AHY bergabung dg Ganjar Pranowo sama2 trah Purworejo, lupakan amies bau setan;1;0;0;0;0;in;1,04E+18;1,70E+18;Agussus16397056;https://twitter.com/Agussus16397056/status/1698482015429964025
Sun Sep 03 23:43:58 +0000 2023;1,70E+18;@siticeriaselalu 🫡 SIAP SATU KOMANDO DIBAWAH GANJAR PRANOWO   #GanjarPenerusJokowi https://t.co/9AI7vBzaBS;1;0;0;1;0;in;1,23E+18;1,70E+18;aan_muba;https://twitter.com/aan_muba/status/1698481996278731061
Sun Sep 03 23:43:45 +0000 2023;1,70E+18;@OligarkiBangs4t @Miduk17 @ganjarpranowo Monggo https://t.co/DCHWfzFb1a;1;0;0;0;0;in;634159957;1,69E+18;sayfull46;https://twitter.com/sayfull46/status/1698481939160727614
Sun Sep 03 23:43:06 +0000 2023;1,70E+18;@Eil_Thia @ganjarpranowo Memang kita mencari pemimpin yang pas untuk NKRI ya si rambut putih ini alias Tugiman.Ya pak Ganjar Pranowo,Monggo kita dukung bersama,jangan sampai kita salah pilih.;1;0;0;0;1;in;1,64E+18;1,69E+18;sup_ono8761;https://twitter.com/sup_ono8761/status/1698481776027410512
Sun Sep 03 23:42:30 +0000 2023;1,70E+18;@muslimganjar @ganjarpranowo pak ganjar dan bu atikoh kenapa keren bngt ya;1;0;0;0;0;in;1,69E+18;1,70E+18;alfaridaja;https://twitter.com/alfaridaja/status/1698481626320101888
Sun Sep 03 23:42:18 +0000 2023;1,70E+18;@HusinShihab @ganjarpranowo Basi jualan nya;0;0;0;0;0;in;1,65E+18;1,70E+18;InofNofita24440;https://twitter.com/InofNofita24440/status/1698481575690707018
Sun Sep 03 23:42:08 +0000 2023;1,70E+18;@HusinShihab @ganjarpranowo Sangat setuju dan terharu program pak Pranowo..terimakasih.lanjutkan pak pranowo....mendidik generasi yang nasipnya kurang beruntung.....barokhahullah.👍🏻🙏🏻💪🏻👍🏻👍🏻👍🏻;1;0;0;0;0;in;1,45E+18;1,70E+18;astuti_enggar;https://twitter.com/astuti_enggar/status/1698481534506774659
Sun Sep 03 23:41:57 +0000 2023;1,70E+18;@Ndaxwz @ganjarpranowo @ch_chotimah2 @StefanAntonio__ @__AnakKolong @Miduk17 @firzahusainInc @Paltiwest @Dennysiregar7 Wajah baru untuk indonesia lebih maju, dan bisa bersaing di dunia internasional, bukan dunia entertain https://t.co/defem8JIua 💪🇮🇩;1;0;2;1;5;in;7,73E+17;1,70E+18;adri_7i;https://twitter.com/adri_7i/status/1698481488897925281
Sun Sep 03 23:41:53 +0000 2023;1,70E+18;@muslimganjar @ganjarpranowo pasti pak ganjarrr;1;0;0;0;0;in;1,69E+18;1,70E+18;alfaridaja;https://twitter.com/alfaridaja/status/1698481470669541744
Sun Sep 03 23:41:37 +0000 2023;1,70E+18;Ganjar Pranowo mengikuti kegiatan lari marathon bertajuk “Farewell Fun Run With Mbak Atikoh” di Semarang  Usai melepas peserta, Ibu Atikoh dan Pak @ganjarpranowo turut serta lomba lari marathon berjarak 10 kilometer.  Pesta Rakyat Bekasi Pecah https://t.co/shsLXqFuja;1;0;2;19;20;in;1,01E+18;1,70E+18;aiiptu;https://twitter.com/aiiptu/status/1698481403501912360
Sun Sep 03 23:41:34 +0000 2023;1,70E+18;@muslimganjar @ganjarpranowo Pak Ganjar memang selalu di hati ❤️❤️❤️;1;0;0;0;0;in;1,55E+18;1,70E+18;mak_ganjar;https://twitter.com/mak_ganjar/status/1698481392936477163
Sun Sep 03 23:41:28 +0000 2023;1,70E+18;@ganjarpranowo Saya dan keluarga besar haram pilih penggemar bokep.;0;0;0;0;2;in;1,56E+18;1,70E+18;FananiAz1;https://twitter.com/FananiAz1/status/1698481367376363537
Sun Sep 03 23:40:12 +0000 2023;1,70E+18;@NgkongRoses @ganjarpranowo Untuk mengayomi maka harus dekat dan ada di antara mereka dan itulah yang selalu dilakukan pak Ganjar. Terimakasih pak Ganjar 🙏 https://t.co/qRfQ7jlGXd;1;0;2;3;4;in;1,16E+18;1,70E+18;Eil_Thia;https://twitter.com/Eil_Thia/status/1698481047485165820
Sun Sep 03 23:40:01 +0000 2023;1,70E+18;@JOINLampung @ganjarpranowo Iya kayak bocah kehilangan mainan, sy yakin bukan kendalinya pak ganjar, tp buzzeRp nya yg makin lama makin tambah norak.;1;0;0;0;0;in;2217375067;1,70E+18;awak_aw;https://twitter.com/awak_aw/status/1698480999242379620
Sun Sep 03 23:39:48 +0000 2023;1,70E+18;@jedmosely @DanteAruma_ revolusi mental tapi yg ngacak2 politishit ya gak bakal bener hasilnya!! smua hak2 oegawe dibikin semurah mungkin kecuali hak2 penguasa! @PNS_Ababil @PNS_Garis_Lucu @gibran_tweet @0jenry1 @BetaEpsilonPhi @pejabrut @prastow @pramonoanung @ganjarpranowo @aniesbaswedan @jokowi;0;0;0;0;0;in;1,37E+18;1,70E+18;AikHoki;https://twitter.com/AikHoki/status/1698480945559712012
Sun Sep 03 23:39:30 +0000 2023;1,70E+18;@ganjarpranowo Membangun Indonesia dari Purworejo, ayo mas Ganjar ajak AHY bergabung bersama membangun Indonesia sama2 dr trah leluhur purworejo;1;0;0;0;0;in;1,04E+18;1,70E+18;Agussus16397056;https://twitter.com/Agussus16397056/status/1698480872725377328
Sun Sep 03 23:39:28 +0000 2023;1,70E+18;@DarekaRendy @uttampang @Ndaxwz @ganjarpranowo @ch_chotimah2 @StefanAntonio__ @__AnakKolong @Miduk17 @firzahusainInc @Paltiwest @Dennysiregar7 Siapa jelekin 😝😝😝 emang udh fakta jelek kok 😝😝😝 udh sana loe pake pembalut dulu;0;0;1;0;1;in;1,60E+18;1,70E+18;EppoyNich;https://twitter.com/EppoyNich/status/1698480862877089831
Sun Sep 03 23:39:26 +0000 2023;1,70E+18;@WagimanDeep212_ @ganjarpranowo Spt @jokowi yg walopun kalah telak di NTB tp ttp gaspoll ngebangun NTB;1;0;0;0;2;in;1,27E+18;1,70E+18;bangherwin;https://twitter.com/bangherwin/status/1698480853486022758
Sun Sep 03 23:38:51 +0000 2023;1,70E+18;Pagii Lur..  Met Hari Senin..   Ada apa di Puri Gede..?  Puluhan tukang sapu jalan berbondong-bondong datang ke rumah dinas Gubernur Jateng @ganjarpranowo untuk memberi ucapan terimakasih kpd Bapak Rambut Putih, jelang purna tugasnya.   terimakasih jateng #SahabatGanjar https://t.co/LZPANVo8Wv;1;0;2;25;84;in;1915717428;1,70E+18;jijindut;https://twitter.com/jijindut/status/1698480706614104303
Sun Sep 03 23:38:15 +0000 2023;1,70E+18;@EppoyNich @uttampang @Ndaxwz @ganjarpranowo @ch_chotimah2 @StefanAntonio__ @__AnakKolong @Miduk17 @firzahusainInc @Paltiwest @Dennysiregar7 Ape lagi loe dah kayak kambing oleng..jelekin sana jelekin sini di anggap juga kagak.🥱🤣;0;0;2;0;1;in;1,61E+18;1,70E+18;DarekaRendy;https://twitter.com/DarekaRendy/status/1698480555791196331
Sun Sep 03 23:38:04 +0000 2023;1,70E+18;@Sjaechu @ganjarpranowo Tidak ada bawaslu;1;0;0;0;2;in;1,37E+18;1,70E+18;Joewija45450015;https://twitter.com/Joewija45450015/status/1698480511742562668
Sun Sep 03 23:37:52 +0000 2023;1,70E+18;@GunRomli @ganjarpranowo Sound system masih pada di dalem kardus tuh....   Yg ikut juga lumayan rapih, sudah lencang kanan, lencang kiri... lencang depan.;1;0;0;0;0;in;211789244;1,70E+18;zaenalarifin17;https://twitter.com/zaenalarifin17/status/1698480460353954093
Sun Sep 03 23:37:48 +0000 2023;1,70E+18;@HusinShihab @ganjarpranowo Coba tanya warga Wadas, siapa yg Radikal.....;0;0;0;0;0;in;1,63E+18;1,70E+18;FujiYama_Profit;https://twitter.com/FujiYama_Profit/status/1698480444465926570
Sun Sep 03 23:37:45 +0000 2023;1,70E+18;@ch_chotimah2 @GunRomli @cakimiNOW @YaqutCQoumas @ganjarpranowo Padahal Yakult sendiri dukung Genjer 😅;1;0;0;0;0;in;1,62E+18;1,70E+18;yugibm1982;https://twitter.com/yugibm1982/status/1698480430175957187
Sun Sep 03 23:36:56 +0000 2023;1,70E+18;@newIding30 @TracyPedas @Maria_Dzadina @RadjaRasta_ @rass_aa @BimoMarselino @_____theDEVIL @_Dauph1ne_ @0_byCaN @Faisal_idris021 @EdiArif96983478 @AmirKusnadi4 @w34801 Waalaikumsalam Abah kuh dan #SobatNKRI semua 🙏🙏 Kita dukung trs penerus Pak Jokowi capres kita @ganjarpranowo 🤟🤟 https://t.co/ifeFHThS7S;1;0;2;1;5;in;1,45E+18;1,70E+18;EviDrajat;https://twitter.com/EviDrajat/status/1698480223098978576
Sun Sep 03 23:36:39 +0000 2023;1,70E+18;@ganjarpranowo Kebiasaan nonton bokep tarzan nih....;0;0;0;0;0;in;310919631;1,70E+18;bilalnovanzah;https://twitter.com/bilalnovanzah/status/1698480154769531127
Sun Sep 03 23:36:36 +0000 2023;1,70E+18;@GunRomli @ganjarpranowo Inikan acaranya Ganjar ya? Kok masih bawa2 nama Anies-cak Imin? Jangan2 dibenak kalian emang udah jadi top of mind ya? Lha ganjarnya dilupain  aja gitu? 🤣🤣🤣;0;0;0;0;1;in;1,56E+18;1,70E+18;Tandoek_Rakjat;https://twitter.com/Tandoek_Rakjat/status/1698480142765412424
Sun Sep 03 23:36:02 +0000 2023;1,70E+18;@ch_chotimah2 @GunRomli @cakimiNOW @YaqutCQoumas @ganjarpranowo Nah, itu nasehat yang bagus dari Gus Yakut 👍👍;1;0;0;1;4;in;1,16E+18;1,70E+18;Eil_Thia;https://twitter.com/Eil_Thia/status/1698479998036824189
Sun Sep 03 23:34:56 +0000 2023;1,70E+18;@MurtadhaOne @ganjarpranowo Gaspol !  Wah musti colek @Dennysiregar7 nih;1;0;0;0;1;in;1,59E+18;1,70E+18;JonkyGoe;https://twitter.com/JonkyGoe/status/1698479722961797190
Sun Sep 03 23:34:30 +0000 2023;1,70E+18;@hansssolo Dukung Ganjar Pranowo presiden penerus pekerjaan presiden Jokowi yang belum rampung menuju Indonesia maju dan sejahtera 🤲🤲🤲;1;0;0;0;3;in;1,61E+18;1,70E+18;AnggiP11430648;https://twitter.com/AnggiP11430648/status/1698479614543241719
Sun Sep 03 23:34:28 +0000 2023;1,70E+18;@ch_chotimah2 @ganjarpranowo Orang baik ga akan pernah jadi BRUTUS nul;1;0;0;0;0;in;1,61E+18;1,70E+18;ris_ris_20;https://twitter.com/ris_ris_20/status/1698479604673954295
Sun Sep 03 23:34:25 +0000 2023;1,70E+18;@ch_chotimah2 @GunRomli @cakimiNOW @YaqutCQoumas @ganjarpranowo Kn gua bilang orang yang percaya politik itu tolol 🤪;0;0;0;0;0;in;1,59E+18;1,70E+18;OctaRolando;https://twitter.com/OctaRolando/status/1698479591591948407
Sun Sep 03 23:34:24 +0000 2023;1,70E+18;@mahardicaazam1 @ganjarpranowo Jateng jangan di bilang cuman mas, Menag di jatang di luar Jawa perlu cari 3, 4 propinsi buat nyamain;1;0;0;0;0;in;2402387340;1,70E+18;agusp724;https://twitter.com/agusp724/status/1698479588123300268
Sun Sep 03 23:34:22 +0000 2023;1,70E+18;@BLiliang @ganjarpranowo Berdoanya ckp dlm hati.tidak keras. krn sdg fokus ibadah di Nabawi.;1;0;0;0;0;in;1,61E+18;1,70E+18;DMoerhadi;https://twitter.com/DMoerhadi/status/1698479577792700482
